                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 2.4647,                 2.0497,                 1.1581,                 0.5333,                0.54422,                0.51707,                0.18658,                 2.2969,                 1.5362,                 1.1023,              0.0003565,              0.0003565,              0.0003565
                     67,                  2.481,                 2.0555,                 1.1747,                0.57873,                 0.4814,                0.50397,                 0.1979,                 2.3024,                 1.4833,                 1.0899,              0.0003466,              0.0003466,              0.0003466
                     68,                 2.4454,                 2.0364,                 1.1639,                0.44159,                0.56256,                0.50835,                  0.173,                 2.4019,                 1.4913,                 1.1287,              0.0003367,              0.0003367,              0.0003367
                     69,                 2.4691,                 2.0491,                 1.1697,                0.40308,                0.43927,                0.43643,                0.14541,                 2.4165,                  1.608,                 1.1126,              0.0003268,              0.0003268,              0.0003268
                     70,                  2.457,                 2.0219,                  1.168,                0.42394,                0.52936,                0.48188,                0.16404,                 2.4273,                 1.5712,                 1.1323,              0.0003169,              0.0003169,              0.0003169
                     71,                 2.4668,                 2.0274,                 1.1657,                0.42239,                 0.5335,                0.45592,                0.15599,                 2.4247,                 1.5486,                 1.1344,               0.000307,               0.000307,               0.000307
                     72,                 2.4439,                 2.0164,                 1.1503,                0.43273,                0.55715,                 0.4674,                0.15086,                 2.4487,                  1.561,                 1.1444,              0.0002971,              0.0002971,              0.0002971
                     73,                 2.4288,                  1.992,                 1.1535,                0.40875,                0.52159,                0.44396,                0.14389,                 2.4614,                 1.6025,                 1.1402,              0.0002872,              0.0002872,              0.0002872
                     74,                 2.4356,                 1.9681,                 1.1469,                0.42759,                0.55586,                0.50418,                0.17595,                 2.3185,                 1.5226,                 1.0982,              0.0002773,              0.0002773,              0.0002773
                     75,                  2.423,                 1.9656,                 1.1443,                0.57189,                0.53711,                0.58324,                0.21737,                 2.2553,                 1.4612,                 1.0868,              0.0002674,              0.0002674,              0.0002674
                     76,                 2.3988,                 1.9354,                 1.1407,                0.47683,                0.56531,                0.51917,                0.18785,                 2.2926,                 1.4982,                  1.098,              0.0002575,              0.0002575,              0.0002575
                     77,                 2.4009,                  1.945,                 1.1478,                0.46386,                0.49435,                0.47991,                0.17359,                 2.3246,                 1.5374,                  1.106,              0.0002476,              0.0002476,              0.0002476
                     78,                 2.4006,                 1.9322,                 1.1422,                0.46001,                0.55673,                0.50526,                0.16548,                 2.4223,                 1.5021,                 1.1263,              0.0002377,              0.0002377,              0.0002377
                     79,                 2.4038,                 1.9592,                 1.1485,                0.44784,                0.51433,                0.49751,                0.18428,                 2.3258,                 1.5127,                 1.0991,              0.0002278,              0.0002278,              0.0002278
                     80,                 2.3822,                 1.9333,                  1.143,                0.54751,                0.60851,                0.58197,                 0.2334,                 2.1492,                 1.3677,                 1.0562,              0.0002179,              0.0002179,              0.0002179
                     81,                 2.3952,                 1.9378,                  1.139,                0.45724,                0.59423,                0.51087,                0.18446,                 2.2782,                 1.4745,                 1.0925,               0.000208,               0.000208,               0.000208
                     82,                 2.3802,                 1.9038,                 1.1422,                0.61601,                0.57699,                0.61798,                0.25027,                 2.1254,                 1.3855,                  1.054,              0.0001981,              0.0001981,              0.0001981
                     83,                 2.3491,                 1.8792,                 1.1275,                0.51116,                0.55116,                0.55814,                0.19648,                 2.3251,                  1.449,                 1.1028,              0.0001882,              0.0001882,              0.0001882
                     84,                 2.3676,                 1.8813,                 1.1308,                0.45199,                0.55309,                0.50063,                0.17947,                 2.3158,                 1.4849,                 1.1037,              0.0001783,              0.0001783,              0.0001783
                     85,                 2.3676,                 1.8908,                 1.1313,                 0.5044,                0.59139,                0.57121,                0.20801,                 2.1965,                  1.427,                 1.0678,              0.0001684,              0.0001684,              0.0001684
                     86,                 2.3592,                 1.8533,                 1.1362,                0.44007,                 0.5537,                0.51372,                0.18231,                 2.3219,                 1.4823,                 1.1004,              0.0001585,              0.0001585,              0.0001585
                     87,                 2.3423,                 1.8739,                 1.1368,                0.48111,                 0.5766,                0.54035,                0.18828,                 2.2944,                 1.4362,                  1.096,              0.0001486,              0.0001486,              0.0001486
                     88,                 2.3546,                 1.8773,                 1.1264,                 0.5064,                0.57024,                0.55156,                0.20368,                 2.2435,                 1.4206,                  1.085,              0.0001387,              0.0001387,              0.0001387
                     89,                 2.3481,                  1.867,                   1.13,                 0.5464,                0.57258,                0.58228,                0.21667,                 2.2631,                 1.4072,                 1.0889,              0.0001288,              0.0001288,              0.0001288
                     90,                 2.3325,                 1.8441,                 1.1205,                0.53639,                0.61641,                0.60194,                0.22101,                    2.2,                 1.4249,                   1.07,              0.0001189,              0.0001189,              0.0001189
                     91,                 2.3331,                 1.8524,                 1.1221,                0.45517,                0.53732,                0.51258,                0.17327,                 2.3698,                 1.5036,                 1.1046,               0.000109,               0.000109,               0.000109
                     92,                 2.3194,                 1.8541,                 1.1224,                0.42414,                0.56918,                0.50699,                0.18384,                 2.2834,                 1.4836,                 1.0928,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 2.3111,                 1.8231,                 1.1176,                0.53152,                0.57564,                 0.5821,                 0.2205,                 2.2136,                 1.4174,                 1.0702,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 2.3093,                 1.8168,                 1.1106,                0.54368,                0.62586,                0.62149,                0.23824,                 2.1578,                 1.3685,                 1.0602,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                   2.31,                 1.8264,                  1.119,                0.51545,                0.61329,                0.58278,                 0.2196,                 2.1987,                 1.3988,                  1.073,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 2.2949,                 1.8124,                 1.1157,                0.48379,                0.59006,                0.56095,                 0.2059,                 2.2412,                 1.4232,                   1.08,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 2.3036,                 1.8091,                 1.1113,                0.48343,                0.62527,                0.55763,                0.20052,                 2.2638,                 1.4228,                 1.0842,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 2.2803,                 1.8072,                 1.1089,                0.49669,                0.57647,                0.56152,                0.20571,                 2.2331,                 1.4213,                 1.0751,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 2.2818,                  1.796,                 1.1041,                0.51219,                0.58788,                0.56725,                0.20441,                 2.2452,                 1.4307,                 1.0804,               2.98e-05,               2.98e-05,               2.98e-05
