                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 6.0288,                 16.455,                 3.3476,                      0,                      0,                      0,                      0,                 5.1418,                 5.4495,                 2.1389,               0.070526,              0.0032749,              0.0032749
                      1,                 4.0715,                  5.192,                    1.9,                      0,                      0,                      0,                      0,                  4.082,                 4.4953,                 1.7967,               0.040461,              0.0065428,              0.0065428
                      2,                 3.8184,                 4.9106,                 1.7145,                      0,                      0,                      0,                      0,                 4.5971,                 4.7173,                 2.3695,               0.010329,              0.0097447,              0.0097447
                      3,                  3.735,                 4.6867,                  1.658,                0.50368,                0.00402,                0.00047,                  9e-05,                 5.0271,                 6.6218,                 2.8219,               0.009703,               0.009703,               0.009703
                      4,                 3.6467,                 4.5156,                 1.6303,                0.18187,                0.01004,                0.00148,                0.00034,                 4.6194,                 5.1499,                 2.4329,               0.009703,               0.009703,               0.009703
                      5,                  3.576,                 4.3902,                 1.5933,                0.88699,                0.04618,                0.04293,                0.00989,                 3.8163,                  3.469,                 1.7642,               0.009604,               0.009604,               0.009604
                      6,                 3.4813,                 4.2491,                 1.5528,                0.88976,                0.07631,                0.05603,                0.01796,                 3.3898,                 3.4661,                 1.5972,               0.009505,               0.009505,               0.009505
                      7,                 3.4427,                 4.0689,                 1.5573,                0.88475,                0.08032,                0.05703,                 0.0152,                 3.3113,                  3.111,                 1.5125,               0.009406,               0.009406,               0.009406
                      8,                 3.3342,                 3.8406,                 1.5066,                0.89933,                0.08835,                0.08649,                 0.0241,                 3.0576,                 2.8229,                 1.4075,               0.009307,               0.009307,               0.009307
                      9,                 3.2361,                 3.6458,                 1.4696,                0.78699,                0.14957,                0.14011,                0.04882,                 2.8744,                  2.589,                 1.3568,               0.009208,               0.009208,               0.009208
                     10,                 3.1816,                 3.4423,                 1.4459,                0.50747,                0.22943,                0.14285,                0.04043,                 3.0868,                 2.4405,                 1.4284,               0.009109,               0.009109,               0.009109
                     11,                 3.1067,                 3.3061,                 1.4233,                 0.5187,                0.21277,                 0.1803,                0.05021,                 2.9332,                  2.369,                 1.3785,                0.00901,                0.00901,                0.00901
                     12,                 3.0249,                 3.1376,                    1.4,                0.39159,                0.22725,                0.20757,                0.05129,                 2.9389,                 2.3412,                 1.3771,               0.008911,               0.008911,               0.008911
                     13,                 2.9898,                   3.04,                 1.3955,                 0.6336,                0.19042,                0.18418,                 0.0594,                 2.6975,                 2.3609,                 1.2876,               0.008812,               0.008812,               0.008812
                     14,                 2.9568,                  2.942,                   1.38,                0.50886,                0.21464,                 0.1957,                0.05326,                 3.0358,                 2.1468,                 1.4032,               0.008713,               0.008713,               0.008713
                     15,                 2.9317,                 2.8785,                 1.3536,                0.43589,                0.20336,                0.20414,                 0.0483,                 3.1421,                 2.2107,                 1.4365,               0.008614,               0.008614,               0.008614
                     16,                 2.9084,                 2.7776,                 1.3585,                0.42024,                0.23515,                0.23086,                0.07309,                 2.7564,                 2.1256,                 1.3158,               0.008515,               0.008515,               0.008515
                     17,                 2.8829,                 2.7131,                 1.3577,                0.28368,                0.32316,                0.28262,                0.09637,                 2.6001,                 1.9629,                 1.2554,               0.008416,               0.008416,               0.008416
                     18,                 2.8403,                 2.6331,                 1.3524,                0.45242,                0.30454,                0.30205,                0.10164,                 2.6907,                 1.9455,                 1.2765,               0.008317,               0.008317,               0.008317
                     19,                 2.8268,                 2.5571,                 1.3461,                0.41156,                0.30687,                0.32187,                0.11477,                 2.5869,                   1.96,                 1.2638,               0.008218,               0.008218,               0.008218
                     20,                 2.8079,                 2.5292,                 1.3221,                0.35586,                0.33102,                0.32269,                0.10336,                 2.6189,                 1.9854,                 1.2528,               0.008119,               0.008119,               0.008119
                     21,                 2.7892,                 2.5174,                  1.322,                0.46677,                0.39589,                0.37322,                0.14233,                 2.5057,                 1.7964,                 1.2305,                0.00802,                0.00802,                0.00802
                     22,                 2.7819,                 2.4797,                 1.3274,                0.42765,                0.45721,                0.36911,                0.13067,                 2.5034,                 1.8244,                 1.2205,               0.007921,               0.007921,               0.007921
                     23,                 2.7626,                 2.4262,                 1.3161,                0.48216,                0.48265,                 0.4551,                0.16043,                 2.4041,                 1.6989,                 1.1994,               0.007822,               0.007822,               0.007822
                     24,                 2.7632,                  2.386,                 1.3196,                0.45771,                0.41834,                0.42697,                0.14525,                 2.5213,                 1.7536,                 1.2318,               0.007723,               0.007723,               0.007723
                     25,                 2.7422,                  2.378,                  1.321,                 0.4216,                0.46867,                0.38745,                0.13003,                 2.5022,                 1.7723,                 1.2135,               0.007624,               0.007624,               0.007624
                     26,                 2.7281,                 2.3605,                 1.3068,                0.42919,                0.39384,                0.37006,                0.10132,                 2.9382,                 1.7491,                 1.3626,               0.007525,               0.007525,               0.007525
                     27,                 2.7227,                 2.3223,                 1.3095,                 0.4153,                0.43704,                0.41892,                0.14208,                 2.5536,                  1.677,                 1.2377,               0.007426,               0.007426,               0.007426
                     28,                 2.7079,                 2.2955,                 1.3158,                0.54896,                0.45691,                 0.4714,                0.17254,                 2.3949,                 1.5911,                 1.1878,               0.007327,               0.007327,               0.007327
                     29,                 2.6785,                 2.2383,                 1.2954,                0.50996,                0.41342,                0.41466,                 0.1357,                 2.5648,                 1.6832,                 1.2292,               0.007228,               0.007228,               0.007228
                     30,                 2.6917,                 2.2671,                  1.301,                0.39388,                 0.4375,                0.38966,                0.13606,                 2.5679,                 1.6389,                 1.2396,               0.007129,               0.007129,               0.007129
                     31,                 2.6699,                 2.2338,                 1.2807,                0.40947,                 0.4834,                0.42834,                0.15163,                 2.3916,                  1.726,                 1.1895,                0.00703,                0.00703,                0.00703
                     32,                 2.6555,                 2.1778,                 1.2752,                 0.3631,                0.46256,                0.39415,                0.12515,                 2.6079,                 1.5465,                 1.2653,               0.006931,               0.006931,               0.006931
                     33,                 2.6982,                 2.1937,                 1.2985,                0.47749,                  0.521,                0.50314,                0.18731,                 2.3656,                 1.5139,                 1.1768,               0.006832,               0.006832,               0.006832
                     34,                 2.6564,                 2.1977,                 1.2846,                0.38635,                0.44121,                0.44499,                0.14077,                 2.5038,                  1.649,                 1.2078,               0.006733,               0.006733,               0.006733
                     35,                 2.6454,                 2.1837,                 1.2715,                0.49771,                0.50568,                0.48993,                0.17562,                 2.4129,                 1.5881,                 1.1832,               0.006634,               0.006634,               0.006634
                     36,                 2.5884,                 2.1247,                 1.2655,                0.53756,                0.49891,                0.50833,                0.18853,                  2.374,                 1.4913,                 1.1767,               0.006535,               0.006535,               0.006535
                     37,                 2.6339,                 2.1463,                 1.2904,                0.41316,                0.48967,                0.46344,                0.17249,                 2.3532,                 1.5408,                 1.1727,               0.006436,               0.006436,               0.006436
                     38,                 2.6134,                 2.1339,                 1.2615,                0.47024,                0.50806,                 0.5368,                0.19897,                 2.3665,                  1.477,                 1.1651,               0.006337,               0.006337,               0.006337
                     39,                 2.6033,                 2.1085,                 1.2641,                0.34268,                0.42402,                0.32692,                0.10314,                  2.749,                 1.8206,                 1.2906,               0.006238,               0.006238,               0.006238
                     40,                  2.605,                 2.0917,                 1.2668,                0.48877,                0.52875,                0.51674,                0.19236,                 2.3588,                 1.4543,                 1.1721,               0.006139,               0.006139,               0.006139
                     41,                 2.6006,                 2.1093,                 1.2717,                0.50183,                0.48665,                0.46238,                0.16657,                 2.4575,                  1.468,                  1.189,                0.00604,                0.00604,                0.00604
                     42,                 2.5694,                 2.0551,                 1.2443,                0.48205,                0.50349,                0.46798,                0.16195,                  2.468,                 1.5377,                 1.1981,               0.005941,               0.005941,               0.005941
                     43,                 2.5606,                 2.0449,                 1.2576,                 0.3693,                 0.5019,                0.46587,                0.16412,                 2.4983,                 1.5448,                 1.2143,               0.005842,               0.005842,               0.005842
                     44,                 2.5396,                 2.0355,                 1.2531,                0.36904,                0.48932,                 0.4183,                0.13822,                 2.6187,                 1.6137,                  1.247,               0.005743,               0.005743,               0.005743
