                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 3.2272,                 3.6632,                 1.4771,                0.32594,                0.22373,                0.16316,                0.05571,                 2.8434,                 2.4868,                 1.3452,              0.0006733,              0.0006733,              0.0006733
                     35,                 3.1959,                 3.6164,                 1.4569,                0.33456,                0.21508,                0.17145,                0.06335,                 2.7185,                  2.372,                 1.3058,              0.0006634,              0.0006634,              0.0006634
                     36,                 3.1539,                 3.4954,                 1.4584,                0.52506,                0.20683,                0.20653,                0.07359,                 2.7452,                 2.3816,                 1.3242,              0.0006535,              0.0006535,              0.0006535
                     37,                 3.1607,                 3.5238,                 1.4652,                0.32781,                0.21861,                  0.146,                0.04322,                 3.0053,                 2.3052,                 1.3843,              0.0006436,              0.0006436,              0.0006436
                     38,                 3.1404,                 3.4727,                 1.4343,                0.26442,                0.22771,                0.17796,                0.05872,                 2.8248,                 2.3282,                 1.3457,              0.0006337,              0.0006337,              0.0006337
                     39,                 3.1044,                 3.4023,                   1.43,                  0.277,                0.26787,                0.19329,                0.06047,                 2.8065,                 2.2651,                 1.3323,              0.0006238,              0.0006238,              0.0006238
                     40,                 3.1173,                 3.3992,                 1.4449,                 0.3444,                0.23502,                0.21688,                0.06693,                 2.7613,                 2.2215,                 1.3104,              0.0006139,              0.0006139,              0.0006139
                     41,                 3.1037,                 3.3718,                 1.4382,                0.32387,                0.23367,                0.20032,                0.06502,                 2.8522,                 2.1827,                 1.3383,               0.000604,               0.000604,               0.000604
                     42,                 3.0718,                 3.2838,                 1.4061,                0.33532,                0.27555,                0.21728,                0.07175,                 2.7412,                 2.1332,                 1.3103,              0.0005941,              0.0005941,              0.0005941
                     43,                 3.0707,                 3.2394,                 1.4274,                0.29528,                0.24886,                0.21775,                0.07181,                  2.863,                 2.1398,                 1.3552,              0.0005842,              0.0005842,              0.0005842
                     44,                 3.0437,                 3.2381,                 1.4223,                0.26491,                0.31262,                0.21725,                0.06982,                 2.7745,                 2.1332,                  1.319,              0.0005743,              0.0005743,              0.0005743
                     45,                 3.0416,                 3.2203,                 1.4229,                0.28139,                0.26394,                0.20107,                0.05992,                 2.8946,                 2.2485,                 1.3619,              0.0005644,              0.0005644,              0.0005644
                     46,                 3.0323,                 3.1831,                  1.404,                0.32924,                 0.2596,                0.23588,                0.07508,                  2.695,                 2.1466,                 1.2936,              0.0005545,              0.0005545,              0.0005545
                     47,                 3.0122,                  3.133,                 1.4013,                0.35167,                0.28259,                0.22791,                0.07465,                 2.7539,                 2.1325,                 1.3156,              0.0005446,              0.0005446,              0.0005446
                     48,                  3.006,                 3.1353,                 1.4025,                0.34568,                0.29086,                0.25603,                0.08086,                 2.7079,                 2.0496,                 1.2982,              0.0005347,              0.0005347,              0.0005347
                     49,                 3.0024,                 3.1154,                 1.3918,                0.45181,                0.27733,                0.23037,                0.07602,                 2.6951,                 2.0881,                 1.2979,              0.0005248,              0.0005248,              0.0005248
                     50,                 2.9886,                 3.1077,                 1.3913,                0.24738,                 0.3066,                0.22216,                0.07612,                 2.7159,                 2.0637,                 1.2978,              0.0005149,              0.0005149,              0.0005149
                     51,                 2.9903,                 3.0816,                 1.3871,                0.37392,                0.25759,                 0.2382,                0.07174,                 2.7656,                 2.0802,                 1.3104,               0.000505,               0.000505,               0.000505
                     52,                 2.9801,                 3.0572,                 1.3849,                0.28798,                0.28499,                0.22565,                0.06461,                 2.7628,                 2.0498,                  1.309,              0.0004951,              0.0004951,              0.0004951
                     53,                 3.0023,                 3.0575,                 1.3911,                0.34465,                0.30533,                 0.2434,                0.07081,                 2.6733,                 2.0629,                  1.287,              0.0004852,              0.0004852,              0.0004852
                     54,                 2.9636,                 3.0003,                 1.3795,                0.33255,                0.25829,                0.23733,                0.07381,                 2.7124,                 2.0648,                 1.3009,              0.0004753,              0.0004753,              0.0004753
                     55,                 2.9628,                 2.9881,                 1.3621,                0.37422,                0.28249,                0.21933,                0.06487,                 2.8276,                 2.0764,                 1.3317,              0.0004654,              0.0004654,              0.0004654
                     56,                 2.9503,                 2.9937,                 1.3802,                 0.3631,                0.26286,                0.25963,                0.08133,                 2.6601,                 2.0198,                   1.28,              0.0004555,              0.0004555,              0.0004555
                     57,                 2.9193,                 2.9033,                  1.373,                0.26808,                0.35045,                0.26281,                0.08026,                 2.6922,                 1.9825,                 1.2895,              0.0004456,              0.0004456,              0.0004456
                     58,                 2.9253,                 2.9267,                 1.3584,                0.27653,                0.32395,                0.23775,                0.07167,                 2.7408,                 2.0015,                 1.3009,              0.0004357,              0.0004357,              0.0004357
                     59,                 2.9092,                 2.9275,                 1.3622,                0.33018,                0.34736,                0.23839,                0.07582,                 2.6874,                 1.9865,                 1.2839,              0.0004258,              0.0004258,              0.0004258
                     60,                 2.9064,                 2.9138,                 1.3726,                0.36197,                 0.3508,                0.27144,                0.08265,                 2.6988,                 1.9837,                 1.2954,              0.0004159,              0.0004159,              0.0004159
                     61,                  2.916,                 2.9104,                 1.3677,                0.28893,                0.31325,                0.24624,                0.06895,                 2.7752,                 2.0064,                 1.3146,               0.000406,               0.000406,               0.000406
                     62,                 2.8976,                  2.905,                 1.3574,                  0.319,                0.33516,                 0.2839,                0.09719,                 2.6164,                 1.9237,                 1.2619,              0.0003961,              0.0003961,              0.0003961
                     63,                 2.9032,                 2.8714,                 1.3637,                0.27504,                0.32924,                0.24649,                0.07645,                 2.6769,                  1.986,                 1.2843,              0.0003862,              0.0003862,              0.0003862
                     64,                 2.8881,                 2.8789,                 1.3615,                0.28705,                0.30456,                0.25169,                0.07957,                 2.6655,                  2.016,                 1.2772,              0.0003763,              0.0003763,              0.0003763
                     65,                 2.8898,                 2.8515,                 1.3544,                0.29814,                0.34849,                0.27157,                0.08735,                  2.733,                  1.948,                 1.2959,              0.0003664,              0.0003664,              0.0003664
                     66,                 2.8648,                 2.8328,                 1.3466,                0.28375,                0.35228,                0.26916,                0.09205,                 2.6533,                 1.9631,                 1.2752,              0.0003565,              0.0003565,              0.0003565
                     67,                 2.8729,                 2.8367,                 1.3599,                0.38661,                0.34655,                0.30842,                0.10082,                 2.6346,                  1.855,                 1.2665,              0.0003466,              0.0003466,              0.0003466
                     68,                 2.8831,                 2.8457,                 1.3664,                0.33131,                0.34749,                0.28517,                0.09828,                 2.6362,                 1.8867,                 1.2706,              0.0003367,              0.0003367,              0.0003367
                     69,                  2.865,                 2.8079,                 1.3448,                0.34915,                0.36254,                0.28662,                0.08943,                 2.6607,                 1.9081,                 1.2676,              0.0003268,              0.0003268,              0.0003268
                     70,                 2.8684,                 2.8068,                 1.3618,                0.30827,                0.34284,                0.28319,                  0.085,                 2.6948,                 1.9174,                 1.2859,              0.0003169,              0.0003169,              0.0003169
                     71,                 2.8685,                 2.8279,                 1.3381,                0.31963,                0.34953,                0.26476,                0.08637,                 2.6437,                 1.9446,                 1.2625,               0.000307,               0.000307,               0.000307
                     72,                  2.867,                 2.7949,                 1.3507,                0.31032,                0.36469,                0.25167,                0.07861,                 2.7324,                 1.9045,                 1.2997,              0.0002971,              0.0002971,              0.0002971
                     73,                 2.8788,                 2.8127,                 1.3415,                0.30334,                0.37264,                0.28407,                0.09631,                 2.6156,                 1.8667,                 1.2558,              0.0002872,              0.0002872,              0.0002872
                     74,                 2.8622,                 2.7871,                 1.3447,                0.33323,                0.37445,                 0.2938,                0.09646,                 2.6519,                 1.8573,                 1.2721,              0.0002773,              0.0002773,              0.0002773
                     75,                 2.8598,                 2.7893,                 1.3411,                0.33823,                0.34913,                0.30386,                0.10266,                 2.6279,                 1.8267,                 1.2621,              0.0002674,              0.0002674,              0.0002674
                     76,                 2.8422,                 2.7716,                 1.3403,                0.30104,                 0.3659,                0.29117,                0.09927,                 2.6432,                 1.8469,                 1.2674,              0.0002575,              0.0002575,              0.0002575
                     77,                 2.8214,                 2.7236,                 1.3346,                0.36346,                0.38679,                0.32724,                0.11737,                 2.5207,                 1.8408,                  1.223,              0.0002476,              0.0002476,              0.0002476
                     78,                 2.8255,                 2.7313,                 1.3381,                0.34295,                0.37211,                 0.3059,                0.10711,                 2.5988,                 1.8089,                 1.2497,              0.0002377,              0.0002377,              0.0002377
                     79,                 2.8241,                  2.712,                 1.3313,                0.36431,                0.39562,                0.32672,                0.11428,                 2.5538,                 1.8287,                 1.2341,              0.0002278,              0.0002278,              0.0002278
                     80,                 2.8227,                 2.7426,                 1.3357,                0.32626,                0.37744,                0.30399,                0.10309,                 2.6197,                 1.8356,                 1.2531,              0.0002179,              0.0002179,              0.0002179
                     81,                 2.8491,                 2.7298,                 1.3469,                 0.2877,                0.37854,                0.28699,                0.09947,                 2.5932,                 1.8672,                 1.2426,               0.000208,               0.000208,               0.000208
                     82,                 2.8128,                 2.7216,                 1.3387,                0.29265,                0.40117,                0.32508,                0.11189,                 2.5649,                 1.8003,                  1.238,              0.0001981,              0.0001981,              0.0001981
                     83,                 2.8503,                 2.7486,                 1.3464,                0.30889,                0.36322,                0.29219,                0.10233,                  2.616,                 1.8411,                 1.2572,              0.0001882,              0.0001882,              0.0001882
                     84,                 2.7967,                 2.6818,                 1.3227,                0.36984,                0.41294,                0.33219,                0.11576,                 2.5503,                  1.844,                 1.2344,              0.0001783,              0.0001783,              0.0001783
                     85,                 2.8162,                 2.6586,                 1.3398,                0.36396,                0.39618,                0.32718,                0.11527,                 2.5317,                 1.7463,                 1.2296,              0.0001684,              0.0001684,              0.0001684
                     86,                 2.8152,                 2.7094,                 1.3297,                0.36585,                0.38398,                0.31637,                0.11478,                 2.5728,                 1.7693,                 1.2449,              0.0001585,              0.0001585,              0.0001585
                     87,                 2.8178,                 2.6712,                 1.3512,                0.34696,                0.39698,                0.30419,                0.09635,                  2.657,                 1.8069,                 1.2662,              0.0001486,              0.0001486,              0.0001486
                     88,                 2.8217,                 2.7186,                  1.338,                0.38653,                0.37667,                0.32129,                0.11268,                 2.5945,                 1.8152,                  1.249,              0.0001387,              0.0001387,              0.0001387
                     89,                 2.8286,                 2.6928,                 1.3361,                0.34936,                0.38102,                0.31873,                0.11612,                 2.5703,                 1.7882,                  1.241,              0.0001288,              0.0001288,              0.0001288
                     90,                 2.8059,                 2.6847,                 1.3255,                0.33667,                0.38934,                0.31674,                 0.1116,                 2.5837,                 1.7939,                 1.2468,              0.0001189,              0.0001189,              0.0001189
                     91,                 2.7914,                 2.6724,                 1.3303,                0.35612,                0.40092,                0.31849,                0.11547,                 2.5284,                 1.7512,                 1.2231,               0.000109,               0.000109,               0.000109
                     92,                 2.8064,                 2.6742,                 1.3394,                0.32434,                0.40141,                0.30697,                 0.1037,                 2.6015,                 1.8192,                 1.2487,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 2.7979,                  2.643,                 1.3345,                0.35925,                0.39872,                0.33725,                0.11472,                 2.5711,                 1.7553,                 1.2398,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 2.7975,                 2.6742,                 1.3235,                0.39102,                0.40355,                0.34509,                0.11324,                 2.5879,                 1.7515,                 1.2429,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 2.7977,                 2.6725,                 1.3386,                0.39541,                0.43617,                  0.335,                 0.1164,                 2.5339,                 1.7802,                 1.2277,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 2.8211,                 2.6919,                 1.3247,                0.35958,                0.39597,                0.31637,                0.11196,                 2.5576,                 1.7706,                 1.2369,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 2.7788,                 2.6562,                 1.3352,                 0.3563,                 0.4217,                0.32203,                0.11309,                 2.5625,                 1.7569,                 1.2384,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 2.7953,                 2.6686,                 1.3067,                0.34718,                0.39428,                 0.3191,                0.11364,                 2.5354,                 1.7525,                 1.2283,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                  2.818,                 2.6761,                 1.3188,                 0.3429,                0.39143,                0.31627,                0.11375,                 2.5628,                 1.7644,                 1.2345,               2.98e-05,               2.98e-05,               2.98e-05
