                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 2.3264,                 1.7826,                 1.1214,                0.52108,                0.57678,                0.57433,                0.20086,                 2.1986,                 1.4364,                 1.0695,              0.0005446,              0.0005446,              0.0005446
                     48,                  2.289,                 1.7525,                 1.1156,                0.67773,                0.64768,                0.69458,                0.25293,                 2.1843,                 1.3014,                 1.0657,              0.0005347,              0.0005347,              0.0005347
                     49,                 2.2905,                 1.7583,                 1.1117,                 0.5798,                0.57376,                0.61053,                0.22352,                 2.2084,                 1.3808,                 1.0806,              0.0005248,              0.0005248,              0.0005248
                     50,                 2.2906,                 1.7491,                 1.1135,                0.60215,                0.64461,                0.65766,                0.24979,                 2.1378,                  1.334,                 1.0713,              0.0005149,              0.0005149,              0.0005149
                     51,                   2.29,                  1.721,                 1.1131,                0.49205,                0.57919,                0.57392,                0.19209,                  2.268,                 1.4181,                 1.0892,               0.000505,               0.000505,               0.000505
                     52,                 2.2714,                 1.7098,                 1.1073,                0.60347,                0.65224,                0.65084,                0.23033,                  2.157,                 1.3421,                 1.0641,              0.0004951,              0.0004951,              0.0004951
                     53,                 2.2708,                 1.7083,                 1.1045,                0.55453,                0.60788,                0.59216,                0.22515,                  2.098,                 1.3956,                 1.0583,              0.0004852,              0.0004852,              0.0004852
                     54,                 2.2613,                 1.7006,                 1.0992,                0.67755,                0.63428,                0.70782,                 0.2627,                 2.1477,                 1.2901,                 1.0639,              0.0004753,              0.0004753,              0.0004753
                     55,                 2.2436,                 1.6767,                 1.0876,                0.45187,                 0.5446,                0.53787,                0.19347,                  2.165,                 1.4752,                 1.0683,              0.0004654,              0.0004654,              0.0004654
                     56,                 2.2334,                 1.6529,                 1.0949,                0.58611,                0.63745,                0.63286,                0.20761,                 2.2413,                 1.3645,                 1.0774,              0.0004555,              0.0004555,              0.0004555
                     57,                 2.2106,                 1.6294,                 1.0958,                0.60103,                0.67199,                0.68278,                0.26507,                  2.128,                 1.2939,                 1.0675,              0.0004456,              0.0004456,              0.0004456
                     58,                 2.2014,                 1.6183,                  1.082,                0.70653,                0.63646,                0.69944,                 0.2528,                 2.1542,                 1.3195,                 1.0654,              0.0004357,              0.0004357,              0.0004357
                     59,                  2.216,                 1.6167,                 1.0925,                0.55224,                0.57412,                0.60768,                 0.2282,                 2.1517,                 1.3831,                 1.0708,              0.0004258,              0.0004258,              0.0004258
                     60,                 2.1853,                 1.5938,                 1.0913,                0.54619,                 0.5697,                0.58999,                0.19225,                 2.2212,                 1.4305,                 1.0795,              0.0004159,              0.0004159,              0.0004159
                     61,                  2.195,                 1.5861,                 1.0848,                0.67869,                0.61028,                0.67315,                0.22014,                 2.2294,                 1.3375,                 1.0833,               0.000406,               0.000406,               0.000406
                     62,                 2.1882,                 1.5745,                 1.0844,                0.62504,                0.68438,                0.69317,                0.27499,                 2.0744,                 1.3019,                 1.0543,              0.0003961,              0.0003961,              0.0003961
                     63,                 2.1841,                 1.5686,                  1.086,                0.56383,                0.57259,                 0.5961,                0.19649,                 2.2921,                 1.4005,                 1.1127,              0.0003862,              0.0003862,              0.0003862
                     64,                  2.177,                 1.5593,                 1.0856,                0.74449,                0.66542,                0.73233,                0.26275,                 2.1582,                 1.2803,                 1.0734,              0.0003763,              0.0003763,              0.0003763
                     65,                  2.166,                 1.5385,                 1.0749,                0.52303,                0.59413,                0.56187,                0.18432,                 2.2699,                 1.4484,                 1.0973,              0.0003664,              0.0003664,              0.0003664
                     66,                 2.1507,                 1.5305,                  1.073,                0.58917,                 0.6346,                0.64895,                0.22403,                 2.2783,                 1.3399,                 1.0851,              0.0003565,              0.0003565,              0.0003565
                     67,                 2.1383,                 1.5042,                 1.0753,                0.68893,                0.71832,                0.74759,                0.29431,                 2.0266,                 1.2398,                  1.028,              0.0003466,              0.0003466,              0.0003466
                     68,                 2.1238,                 1.4991,                 1.0761,                0.66933,                0.58591,                0.58625,                0.17737,                 2.3045,                 1.4427,                 1.1034,              0.0003367,              0.0003367,              0.0003367
                     69,                 2.1244,                 1.4897,                 1.0669,                0.71583,                0.61545,                0.68345,                  0.257,                  2.061,                 1.3317,                 1.0453,              0.0003268,              0.0003268,              0.0003268
                     70,                 2.1108,                 1.4839,                 1.0672,                0.64459,                 0.6718,                0.72575,                0.25741,                 2.1456,                 1.2883,                   1.06,              0.0003169,              0.0003169,              0.0003169
                     71,                 2.1195,                 1.4715,                 1.0611,                0.80176,                0.73533,                  0.786,                0.28235,                 2.0972,                 1.2026,                 1.0542,               0.000307,               0.000307,               0.000307
                     72,                 2.1209,                 1.4695,                 1.0663,                0.66644,                0.61142,                0.69212,                0.24605,                 2.1864,                 1.2943,                 1.0748,              0.0002971,              0.0002971,              0.0002971
                     73,                 2.1061,                 1.4593,                 1.0577,                0.79599,                0.65243,                0.77199,                0.29451,                 2.0938,                 1.2071,                 1.0429,              0.0002872,              0.0002872,              0.0002872
                     74,                 2.0919,                 1.4287,                 1.0574,                0.76704,                0.69552,                0.74933,                0.29227,                 2.0728,                 1.2478,                 1.0478,              0.0002773,              0.0002773,              0.0002773
                     75,                 2.0952,                 1.4355,                  1.055,                0.78123,                0.67351,                0.76309,                0.28062,                 2.1042,                 1.2382,                   1.05,              0.0002674,              0.0002674,              0.0002674
                     76,                  2.066,                 1.4211,                 1.0481,                0.65075,                0.67243,                0.67963,                0.22046,                 2.2475,                 1.3132,                  1.093,              0.0002575,              0.0002575,              0.0002575
                     77,                 2.0433,                 1.3901,                 1.0445,                0.78888,                0.70662,                0.74471,                0.25815,                 2.1751,                 1.2179,                 1.0754,              0.0002476,              0.0002476,              0.0002476
                     78,                 2.0553,                  1.395,                  1.048,                0.79048,                0.72545,                0.78115,                0.26131,                 2.1746,                 1.2506,                  1.069,              0.0002377,              0.0002377,              0.0002377
                     79,                 2.0309,                 1.3795,                 1.0403,                0.77899,                0.67148,                0.78075,                0.28168,                 2.0874,                 1.2166,                 1.0405,              0.0002278,              0.0002278,              0.0002278
                     80,                 2.0345,                 1.3662,                 1.0412,                 0.7599,                0.72302,                0.77051,                0.27698,                  2.154,                  1.201,                 1.0598,              0.0002179,              0.0002179,              0.0002179
                     81,                 2.0323,                 1.3823,                 1.0458,                0.74827,                0.66103,                0.74985,                0.26168,                 2.0783,                 1.2582,                 1.0447,               0.000208,               0.000208,               0.000208
                     82,                 2.0298,                 1.3724,                 1.0444,                0.66086,                0.60504,                0.62215,                0.21201,                 2.2413,                 1.3414,                  1.085,              0.0001981,              0.0001981,              0.0001981
                     83,                 2.0246,                 1.3779,                 1.0426,                0.77401,                0.61956,                0.74437,                0.26504,                 2.1735,                 1.2545,                 1.0644,              0.0001882,              0.0001882,              0.0001882
                     84,                 2.0155,                 1.3521,                 1.0364,                 0.6576,                0.63515,                0.65477,                0.22545,                  2.208,                 1.3395,                 1.0826,              0.0001783,              0.0001783,              0.0001783
                     85,                 2.0044,                 1.3316,                 1.0374,                0.81379,                0.65899,                0.75263,                0.26757,                 2.1551,                 1.2308,                 1.0575,              0.0001684,              0.0001684,              0.0001684
                     86,                 1.9892,                 1.3318,                 1.0319,                0.80892,                0.71012,                  0.778,                0.29133,                  2.121,                 1.1869,                 1.0535,              0.0001585,              0.0001585,              0.0001585
                     87,                 1.9885,                 1.3311,                 1.0391,                0.62854,                0.61369,                0.63785,                0.21149,                 2.2066,                 1.3829,                 1.0766,              0.0001486,              0.0001486,              0.0001486
                     88,                 1.9808,                 1.3363,                 1.0329,                0.72208,                0.67345,                0.72086,                0.26438,                 2.1173,                 1.2582,                 1.0534,              0.0001387,              0.0001387,              0.0001387
                     89,                 1.9763,                 1.3148,                 1.0275,                 0.8141,                 0.7321,                0.81047,                0.31108,                 2.0583,                 1.1783,                 1.0326,              0.0001288,              0.0001288,              0.0001288
                     90,                 1.9818,                 1.2957,                 1.0283,                  0.765,                0.74855,                0.79568,                0.31076,                  2.012,                 1.1444,                 1.0258,              0.0001189,              0.0001189,              0.0001189
                     91,                 1.9659,                 1.3047,                 1.0269,                0.73778,                0.72043,                 0.7653,                 0.2959,                 2.0967,                 1.1826,                 1.0438,               0.000109,               0.000109,               0.000109
                     92,                 1.9637,                 1.3046,                 1.0319,                0.74724,                0.75164,                0.79267,                0.28995,                 2.1106,                 1.1836,                 1.0531,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 1.9493,                 1.2767,                 1.0256,                0.74184,                0.71871,                0.76169,                0.28758,                 2.1151,                 1.1858,                 1.0546,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 1.9351,                 1.2767,                 1.0184,                0.75862,                 0.7061,                 0.7705,                0.28786,                 2.0991,                 1.1855,                 1.0466,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 1.9235,                 1.2709,                 1.0219,                0.75098,                0.71914,                 0.7741,                0.29707,                 2.0859,                 1.2025,                 1.0426,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 1.9382,                 1.2818,                 1.0131,                0.80783,                0.72493,                0.79762,                0.29863,                 2.0649,                 1.1893,                 1.0391,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 1.9201,                 1.2693,                 1.0226,                0.75227,                 0.6914,                0.76507,                0.28054,                 2.1193,                 1.2047,                 1.0501,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 1.9359,                 1.2565,                 1.0081,                0.74529,                0.69268,                0.76733,                0.27929,                 2.1266,                 1.2062,                 1.0521,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 1.9277,                 1.2639,                 1.0091,                0.73057,                0.67807,                0.74043,                0.28271,                 2.0899,                 1.2054,                 1.0435,               2.98e-05,               2.98e-05,               2.98e-05
