                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                  2.328,                 1.7332,                 1.1861,                0.64086,                0.54764,                0.59782,                0.22843,                 2.2082,                 1.3181,                 1.1253,              0.0001288,              0.0001288,              0.0001288
                     90,                 2.3272,                 1.7269,                 1.1863,                0.63251,                0.57252,                0.62648,                0.23793,                 2.1732,                  1.315,                 1.1231,              0.0001189,              0.0001189,              0.0001189
                     91,                 2.3213,                 1.7121,                 1.1882,                0.62604,                0.58683,                 0.6411,                0.23951,                 2.1709,                 1.3029,                 1.1204,               0.000109,               0.000109,               0.000109
                     92,                 2.3325,                  1.737,                 1.1997,                0.64231,                 0.5445,                0.62419,                0.23398,                  2.185,                 1.3174,                 1.1269,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                 2.3127,                 1.6991,                 1.1887,                0.69922,                0.58532,                0.65317,                0.25126,                  2.164,                 1.2712,                 1.1178,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                 2.3117,                 1.7181,                 1.1799,                0.62201,                0.59133,                0.63374,                0.24136,                  2.168,                 1.2851,                 1.1215,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                 2.3017,                  1.703,                 1.1862,                0.65281,                0.57069,                0.63172,                0.24151,                 2.1762,                 1.2974,                 1.1202,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                 2.3222,                 1.7204,                 1.1778,                0.63044,                0.58293,                0.62563,                0.24374,                 2.1506,                 1.2797,                 1.1118,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                 2.2966,                 1.6919,                 1.1901,                0.58636,                0.57723,                0.61388,                0.24011,                 2.1674,                 1.2958,                 1.1186,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                 2.3166,                 1.6971,                 1.1662,                0.62719,                0.57628,                0.63222,                0.24663,                 2.1658,                 1.2756,                  1.118,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                 2.3258,                 1.7127,                 1.1748,                0.66461,                0.59137,                0.63469,                0.24657,                 2.1451,                 1.2816,                 1.1131,               2.98e-05,               2.98e-05,               2.98e-05
