                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 2.4967,                 2.0047,                 1.1779,                0.43041,                0.53409,                0.46603,                0.16382,                  2.375,                 1.5485,                 1.1289,              0.0006733,              0.0006733,              0.0006733
                     35,                 2.4937,                 1.9807,                 1.1692,                0.49326,                0.57436,                0.53334,                 0.1911,                 2.2747,                 1.4908,                 1.1075,              0.0006634,              0.0006634,              0.0006634
                     36,                 2.4436,                 1.9227,                 1.1655,                0.53782,                 0.6329,                0.57283,                0.22715,                 2.1716,                 1.4244,                 1.0846,              0.0006535,              0.0006535,              0.0006535
                     37,                 2.4423,                 1.9226,                 1.1661,                0.53564,                0.58113,                0.55055,                0.21293,                 2.2559,                 1.4631,                 1.0916,              0.0006436,              0.0006436,              0.0006436
                     38,                 2.4506,                 1.9374,                  1.158,                 0.4788,                0.53012,                0.51385,                0.18278,                 2.3041,                 1.4877,                 1.1146,              0.0006337,              0.0006337,              0.0006337
                     39,                 2.4474,                 1.9062,                 1.1567,                0.51592,                0.56648,                0.53864,                0.20427,                  2.309,                 1.4789,                 1.1118,              0.0006238,              0.0006238,              0.0006238
                     40,                 2.4372,                 1.8745,                 1.1595,                0.53287,                0.59605,                0.61448,                0.20543,                 2.2192,                 1.4644,                 1.0904,              0.0006139,              0.0006139,              0.0006139
                     41,                 2.4389,                  1.898,                 1.1634,                0.49931,                0.54493,                0.53074,                0.17461,                 2.4195,                 1.4988,                 1.1597,               0.000604,               0.000604,               0.000604
                     42,                 2.4116,                   1.85,                 1.1402,                0.45549,                0.51105,                0.46655,                 0.1215,                 2.6141,                 1.5704,                 1.1944,              0.0005941,              0.0005941,              0.0005941
                     43,                 2.3844,                  1.816,                 1.1466,                0.41318,                 0.5407,                0.46459,                 0.1357,                 2.3866,                 1.5491,                 1.1386,              0.0005842,              0.0005842,              0.0005842
                     44,                 2.3769,                 1.8307,                 1.1501,                0.44412,                0.54225,                0.46107,                0.14986,                 2.3902,                 1.5645,                 1.1259,              0.0005743,              0.0005743,              0.0005743
                     45,                  2.366,                 1.8157,                 1.1455,                0.55174,                0.53013,                0.57273,                0.19644,                 2.3082,                  1.474,                 1.1031,              0.0005644,              0.0005644,              0.0005644
                     46,                 2.3562,                 1.7861,                 1.1303,                0.68909,                0.63549,                0.71217,                0.26049,                 2.1538,                  1.302,                 1.0697,              0.0005545,              0.0005545,              0.0005545
                     47,                 2.3737,                 1.7825,                 1.1412,                0.27336,                0.49697,                0.32476,                0.08759,                    2.5,                 1.6766,                 1.1535,              0.0005446,              0.0005446,              0.0005446
                     48,                 2.3534,                 1.7834,                 1.1354,                0.57977,                0.63162,                0.62452,                0.21542,                 2.1924,                  1.379,                 1.0768,              0.0005347,              0.0005347,              0.0005347
                     49,                 2.3424,                 1.7726,                 1.1281,                0.64405,                0.66322,                0.65757,                0.24007,                 2.1556,                 1.3275,                 1.0722,              0.0005248,              0.0005248,              0.0005248
                     50,                 2.3442,                 1.7773,                  1.133,                0.70747,                0.67628,                0.72823,                 0.2657,                 2.1115,                 1.3267,                 1.0598,              0.0005149,              0.0005149,              0.0005149
                     51,                 2.3299,                 1.7371,                 1.1268,                0.57309,                0.66266,                0.61998,                0.20942,                 2.2539,                 1.4144,                 1.0849,               0.000505,               0.000505,               0.000505
                     52,                 2.3228,                 1.7475,                 1.1217,                0.72217,                0.67059,                 0.7239,                0.27867,                 2.1436,                 1.2788,                 1.0669,              0.0004951,              0.0004951,              0.0004951
                     53,                 2.3157,                 1.7335,                 1.1176,                 0.7457,                0.73187,                0.76267,                0.26846,                  2.114,                 1.2518,                 1.0567,              0.0004852,              0.0004852,              0.0004852
                     54,                  2.314,                 1.7369,                 1.1173,                0.64084,                0.68511,                 0.6863,                0.24106,                 2.1748,                 1.3517,                 1.0699,              0.0004753,              0.0004753,              0.0004753
                     55,                 2.2859,                  1.706,                 1.1019,                0.47103,                0.58123,                0.54117,                0.16007,                 2.3782,                 1.5371,                 1.1191,              0.0004654,              0.0004654,              0.0004654
                     56,                 2.2881,                 1.7076,                 1.1179,                0.72643,                0.72909,                 0.7614,                0.29817,                 2.0981,                 1.2691,                 1.0518,              0.0004555,              0.0004555,              0.0004555
                     57,                 2.2466,                 1.6676,                 1.1099,                0.59644,                0.63737,                0.64672,                0.22963,                 2.2076,                 1.4072,                  1.092,              0.0004456,              0.0004456,              0.0004456
                     58,                 2.2617,                 1.6598,                 1.1044,                0.61549,                0.64187,                0.63093,                0.19389,                 2.3544,                 1.4089,                 1.1115,              0.0004357,              0.0004357,              0.0004357
