                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                 2.5436,                 2.0191,                  1.205,                0.48735,                0.56548,                0.52152,                0.19814,                 2.4194,                  1.676,                 1.1635,               0.004258,               0.004258,               0.004258
                     60,                 2.5387,                 2.0096,                 1.2153,                0.46807,                0.53795,                0.51489,                0.20234,                 2.3495,                 1.5255,                  1.132,               0.004159,               0.004159,               0.004159
                     61,                 2.5566,                 2.0013,                 1.2049,                0.56006,                0.55279,                 0.5702,                0.19973,                 2.4205,                 1.5005,                 1.1472,                0.00406,                0.00406,                0.00406
                     62,                 2.5345,                 2.0011,                 1.1994,                0.57375,                0.57849,                0.57995,                0.22122,                 2.3325,                 1.4722,                 1.1358,               0.003961,               0.003961,               0.003961
                     63,                 2.5283,                 2.0218,                 1.2059,                0.52535,                0.58355,                0.52436,                0.19592,                 2.3426,                 1.4885,                 1.1321,               0.003862,               0.003862,               0.003862
                     64,                 2.5216,                 1.9918,                 1.2011,                0.50996,                0.53853,                0.53424,                0.20887,                  2.307,                 1.6037,                 1.1182,               0.003763,               0.003763,               0.003763
                     65,                 2.5266,                 1.9939,                 1.1947,                0.61314,                0.55159,                 0.5578,                0.21695,                 2.3241,                 1.5449,                 1.1191,               0.003664,               0.003664,               0.003664
                     66,                 2.4962,                 1.9793,                 1.1865,                0.53157,                0.62459,                0.58127,                0.21217,                 2.3496,                 1.4156,                 1.1258,               0.003565,               0.003565,               0.003565
                     67,                 2.4752,                 1.9684,                 1.1862,                0.56594,                0.55758,                0.57679,                0.22774,                 2.2706,                 1.4695,                 1.1004,               0.003466,               0.003466,               0.003466
                     68,                 2.4986,                 1.9701,                 1.1958,                0.57125,                0.61246,                0.59574,                0.22146,                 2.3415,                 1.4512,                 1.1318,               0.003367,               0.003367,               0.003367
                     69,                 2.5006,                 1.9736,                 1.1834,                0.50997,                0.55723,                0.57607,                0.20351,                 2.3323,                 1.4663,                 1.1199,               0.003268,               0.003268,               0.003268
                     70,                 2.4804,                 1.9741,                 1.1884,                0.57408,                0.62847,                0.64295,                0.23521,                  2.228,                 1.4696,                 1.0957,               0.003169,               0.003169,               0.003169
                     71,                 2.5117,                 1.9786,                 1.1828,                0.51051,                0.63302,                0.56004,                0.22123,                 2.2831,                 1.4622,                  1.111,                0.00307,                0.00307,                0.00307
                     72,                 2.4838,                 1.9624,                 1.1803,                0.54785,                0.55367,                0.56627,                0.22765,                 2.2975,                 1.4942,                 1.1178,               0.002971,               0.002971,               0.002971
                     73,                 2.4865,                 1.9534,                 1.1737,                 0.6008,                0.56088,                0.59667,                0.21586,                 2.3049,                 1.4663,                 1.1144,               0.002872,               0.002872,               0.002872
                     74,                 2.4655,                 1.9501,                 1.1754,                0.55874,                0.60979,                0.62089,                0.23743,                  2.242,                 1.4898,                 1.0979,               0.002773,               0.002773,               0.002773
                     75,                 2.4812,                 1.9594,                 1.1736,                 0.6054,                0.59745,                0.63667,                0.26056,                  2.189,                 1.4234,                 1.0954,               0.002674,               0.002674,               0.002674
                     76,                 2.4436,                 1.9307,                  1.165,                0.56391,                0.62248,                0.61497,                0.23467,                 2.2524,                 1.4208,                 1.1047,               0.002575,               0.002575,               0.002575
                     77,                 2.4359,                 1.9188,                  1.164,                0.53866,                0.61425,                0.63031,                0.25902,                 2.1949,                 1.4005,                 1.0792,               0.002476,               0.002476,               0.002476
                     78,                 2.4415,                 1.9372,                 1.1647,                0.60315,                0.61352,                0.61178,                 0.2352,                 2.2375,                 1.4834,                  1.099,               0.002377,               0.002377,               0.002377
                     79,                  2.432,                 1.9292,                 1.1574,                0.58708,                0.68639,                0.70725,                 0.2752,                 2.2279,                 1.3841,                 1.0877,               0.002278,               0.002278,               0.002278
                     80,                 2.4385,                 1.9101,                  1.166,                0.55871,                0.61937,                0.60577,                0.23265,                 2.2391,                 1.4489,                 1.0991,               0.002179,               0.002179,               0.002179
                     81,                 2.4325,                 1.9273,                 1.1644,                0.50985,                0.60964,                0.56661,                0.23769,                 2.2311,                 1.3987,                 1.0944,                0.00208,                0.00208,                0.00208
                     82,                 2.4358,                 1.9206,                 1.1665,                0.53303,                0.63933,                0.64511,                0.26284,                 2.1929,                 1.3946,                 1.0856,               0.001981,               0.001981,               0.001981
                     83,                 2.4335,                 1.9253,                 1.1695,                0.55714,                0.63818,                 0.6464,                 0.2509,                 2.2418,                 1.4013,                 1.0944,               0.001882,               0.001882,               0.001882
