                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                  2.004,                  1.314,                 1.0308,                0.69287,                0.58946,                0.66182,                0.22894,                  2.214,                 1.3047,                 1.0747,               0.002674,               0.002674,               0.002674
                     76,                 1.9879,                 1.3019,                  1.027,                0.66718,                0.66255,                0.66838,                 0.2434,                 2.2287,                 1.2323,                 1.0849,               0.002575,               0.002575,               0.002575
                     77,                 1.9605,                 1.2706,                 1.0236,                0.78456,                0.67328,                0.70739,                0.26581,                 2.1623,                 1.1701,                 1.0663,               0.002476,               0.002476,               0.002476
                     78,                 1.9761,                 1.2848,                 1.0264,                0.81724,                0.69256,                0.77351,                0.28517,                 2.1166,                 1.1611,                 1.0495,               0.002377,               0.002377,               0.002377
                     79,                 1.9621,                 1.2603,                   1.02,                0.70933,                0.60587,                0.66665,                0.23105,                 2.2029,                 1.2383,                 1.0718,               0.002278,               0.002278,               0.002278
                     80,                 1.9602,                 1.2567,                 1.0212,                0.77605,                0.68721,                0.74056,                0.25499,                 2.2308,                 1.1709,                  1.072,               0.002179,               0.002179,               0.002179
                     81,                  1.962,                 1.2748,                 1.0273,                0.69028,                0.64582,                0.68734,                0.24197,                 2.1988,                 1.1858,                 1.0667,                0.00208,                0.00208,                0.00208
                     82,                  1.944,                 1.2544,                 1.0191,                0.81419,                0.71946,                0.77835,                0.29068,                 2.0733,                 1.1314,                 1.0331,               0.001981,               0.001981,               0.001981
                     83,                 1.9504,                 1.2616,                 1.0216,                0.76533,                0.67037,                0.72692,                0.26222,                 2.1827,                 1.1786,                 1.0596,               0.001882,               0.001882,               0.001882
                     84,                 1.9435,                 1.2525,                  1.015,                0.66302,                0.66649,                0.69469,                0.22518,                 2.2785,                 1.2494,                 1.0895,               0.001783,               0.001783,               0.001783
                     85,                  1.926,                 1.2254,                 1.0125,                0.79502,                0.67022,                 0.7513,                 0.2905,                 2.0638,                 1.1211,                 1.0412,               0.001684,               0.001684,               0.001684
                     86,                 1.9157,                 1.2214,                   1.01,                0.79423,                0.70605,                0.76206,                0.28661,                 2.1365,                 1.1366,                 1.0513,               0.001585,               0.001585,               0.001585
                     87,                 1.9206,                 1.2285,                  1.019,                0.68331,                0.64632,                0.68398,                0.23337,                 2.2988,                  1.238,                 1.0971,               0.001486,               0.001486,               0.001486
                     88,                 1.9034,                 1.2199,                 1.0109,                0.79158,                0.64336,                0.72913,                0.25698,                 2.2085,                 1.1821,                 1.0654,               0.001387,               0.001387,               0.001387
                     89,                 1.9048,                 1.2106,                 1.0062,                0.81596,                0.70993,                0.74792,                0.26177,                 2.2079,                 1.1858,                 1.0699,               0.001288,               0.001288,               0.001288
